STATE,COUNTY,STNAME,CTYNAME,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016
54,109,West Virginia,Wyoming County,22964,22556,22152,21763
55,0,Wisconsin,Wisconsin,5742854,5758377,5767891,5778708
55,1,Wisconsin,Adams County,20494,20205,20161,20069
55,3,Wisconsin,Ashland County,16068,16101,15883,15714
55,5,Wisconsin,Barron County,45620,45446,45474,45412
55,7,Wisconsin,Bayfield County,15099,14931,14936,14891
55,9,Wisconsin,Brown County,254592,256612,258520,260401
55,11,Wisconsin,Buffalo County,13383,13222,13220,13099
55,13,Wisconsin,Burnett County,15305,15278,15142,15213
55,15,Wisconsin,Calumet County,49683,49507,49792,49553
55,17,Wisconsin,Chippewa County,63145,63426,63535,63649
55,19,Wisconsin,Clark County,34561,34412,34441,34557
55,21,Wisconsin,Columbia County,56572,56574,56754,56927
55,23,Wisconsin,Crawford County,16423,16394,16394,16321
55,25,Wisconsin,Dane County,510007,516494,522878,531273
55,27,Wisconsin,Dodge County,88359,88587,88434,88068
55,29,Wisconsin,Door County,27822,27705,27540,27587
55,31,Wisconsin,Douglas County,43818,43775,43623,43509
55,33,Wisconsin,Dunn County,44221,44325,44552,44704
55,35,Wisconsin,Eau Claire County,101819,101725,102119,102965
55,37,Wisconsin,Florence County,4509,4473,4467,4456
55,39,Wisconsin,Fond du Lac County,101868,102018,101943,102144
55,41,Wisconsin,Forest County,9120,9132,9043,9064
55,43,Wisconsin,Grant County,51219,51861,52303,52214
55,45,Wisconsin,Green County,37099,37028,37153,37075
55,47,Wisconsin,Green Lake County,18961,18829,18829,18719
55,49,Wisconsin,Iowa County,23728,23796,23829,23654
55,51,Wisconsin,Iron County,5883,5916,5786,5726
55,53,Wisconsin,Jackson County,20574,20631,20589,20562
55,55,Wisconsin,Jefferson County,84576,84450,84640,84625
55,57,Wisconsin,Juneau County,26516,26275,26204,26274
55,59,Wisconsin,Kenosha County,167572,168122,168168,168183
55,61,Wisconsin,Kewaunee County,20458,20446,20381,20405
55,63,Wisconsin,La Crosse County,117073,117731,118060,118122
55,65,Wisconsin,Lafayette County,16735,16812,16812,16753
55,67,Wisconsin,Langlade County,19550,19372,19189,19221
55,69,Wisconsin,Lincoln County,28353,28152,27966,27902
55,71,Wisconsin,Manitowoc County,80632,80145,79717,79536
55,73,Wisconsin,Marathon County,135242,135589,135782,135603
55,75,Wisconsin,Marinette County,41439,41209,40854,40491
55,77,Wisconsin,Marquette County,15103,15002,15056,15067
55,78,Wisconsin,Menominee County,4363,4494,4514,4533
55,79,Wisconsin,Milwaukee County,956717,957185,956314,951448
55,81,Wisconsin,Monroe County,45222,45348,45519,45623
55,83,Wisconsin,Oconto County,37433,37532,37512,37430
55,85,Wisconsin,Oneida County,35658,35467,35540,35601
55,87,Wisconsin,Outagamie County,180252,182018,183264,184526
55,89,Wisconsin,Ozaukee County,87185,87608,87909,88314
55,91,Wisconsin,Pepin County,7383,7353,7293,7307
55,93,Wisconsin,Pierce County,40714,40908,40884,41238
55,95,Wisconsin,Polk County,43444,43493,43437,43481
55,97,Wisconsin,Portage County,70641,70600,70534,70447
55,99,Wisconsin,Price County,13783,13700,13659,13517
55,101,Wisconsin,Racine County,194775,194925,194917,195140
55,103,Wisconsin,Richland County,17778,17674,17484,17476
55,105,Wisconsin,Rock County,160565,161181,161334,161620
55,107,Wisconsin,Rusk County,14392,14379,14137,14127
55,109,Wisconsin,St. Croix County,85939,86902,87502,88029
55,111,Wisconsin,Sauk County,63044,63387,63646,63949
55,113,Wisconsin,Sawyer County,16509,16409,16351,16369
55,115,Wisconsin,Shawano County,41541,41502,41206,41062
55,117,Wisconsin,Sheboygan County,114978,115303,115591,115427
55,119,Wisconsin,Taylor County,20596,20591,20483,20439
55,121,Wisconsin,Trempealeau County,29564,29490,29552,29633
55,123,Wisconsin,Vernon County,30287,30373,30523,30814
55,125,Wisconsin,Vilas County,21354,21394,21391,21435
55,127,Wisconsin,Walworth County,102965,103427,102725,102959
55,129,Wisconsin,Washburn County,15675,15701,15556,15648
55,131,Wisconsin,Washington County,132841,133433,133815,134296
55,133,Wisconsin,Waukesha County,394059,395383,396311,398424
55,135,Wisconsin,Waupaca County,52262,52108,51925,51533
55,137,Wisconsin,Waushara County,24324,24186,24041,24162
55,139,Wisconsin,Winnebago County,169518,169701,169565,169886
55,141,Wisconsin,Wood County,73892,73514,73288,73107
56,0,Wyoming,Wyoming,582684,583642,586555,585501
56,1,Wyoming,Albany County,37636,37846,38079,38256
56,3,Wyoming,Big Horn County,11979,11898,11991,12005
56,5,Wyoming,Campbell County,48116,48241,49333,48803
56,7,Wyoming,Carbon County,15799,15829,15554,15618
56,9,Wyoming,Converse County,14358,14210,14321,14191
56,11,Wyoming,Crook County,7154,7237,7414,7464
56,13,Wyoming,Fremont County,41010,40680,40355,40242
56,15,Wyoming,Goshen County,13547,13546,13592,13390
56,17,Wyoming,Hot Springs County,4840,4797,4745,4679
56,19,Wyoming,Johnson County,8619,8562,8587,8486
56,21,Wyoming,Laramie County,95929,96264,97183,98136
56,23,Wyoming,Lincoln County,18327,18580,18757,19110
56,25,Wyoming,Natrona County,81092,81432,82191,81039
56,27,Wyoming,Niobrara County,2546,2491,2497,2480
56,29,Wyoming,Park County,29096,29069,29056,29353
56,31,Wyoming,Platte County,8703,8775,8805,8680
56,33,Wyoming,Sheridan County,29777,29994,30069,30200
56,35,Wyoming,Sublette County,10082,10019,9877,9769
56,37,Wyoming,Sweetwater County,45144,44970,44693,44165
56,39,Wyoming,Teton County,22319,22846,23073,23191
56,41,Wyoming,Uinta County,21006,20871,20819,20773
56,43,Wyoming,Washakie County,8442,8306,8334,8235
56,45,Wyoming,Weston County,7163,7179,7230,7236
